frame_index,kp0_x,kp0_y,kp0_z,kp0_conf,kp1_x,kp1_y,kp1_z,kp1_conf,kp2_x,kp2_y,kp2_z,kp2_conf,kp3_x,kp3_y,kp3_z,kp3_conf,kp4_x,kp4_y,kp4_z,kp4_conf,kp5_x,kp5_y,kp5_z,kp5_conf,kp6_x,kp6_y,kp6_z,kp6_conf,kp7_x,kp7_y,kp7_z,kp7_conf,kp8_x,kp8_y,kp8_z,kp8_conf,kp9_x,kp9_y,kp9_z,kp9_conf,kp10_x,kp10_y,kp10_z,kp10_conf,kp11_x,kp11_y,kp11_z,kp11_conf,kp12_x,kp12_y,kp12_z,kp12_conf,kp13_x,kp13_y,kp13_z,kp13_conf,kp14_x,kp14_y,kp14_z,kp14_conf,kp15_x,kp15_y,kp15_z,kp15_conf,kp16_x,kp16_y,kp16_z,kp16_conf
138,263.55023,353.35318,0.0,1.0,274.59998,342.98584,0.0,1.0,253.05563,340.80994,0.0,1.0,286.98508,346.42233,0.0,1.0,230.71756,341.03427,0.0,1.0,301.22037,391.22382,0.0,1.0,196.09634,387.01288,0.0,1.0,319.34891,477.11063,0.0,1.0,182.78575,478.32474,0.0,1.0,267.96313,430.67233,0.0,1.0,228.89661,433.69827,0.0,1.0,282.47845,501.10715,0.0,1.0,201.80075,499.97604,0.0,1.0,334.58386,512.86377,0.0,1.0,169.64435,512.14252,0.0,1.0,334.04675,629.15686,0.0,1.0,160.46782,633.72833,0.0,1.0
139,262.38385,338.2901,0.0,1.0,273.49658,328.76266,0.0,1.0,252.88828,325.86703,0.0,1.0,285.23795,333.40298,0.0,1.0,230.87526,326.28555,0.0,1.0,300.00418,377.04129,0.0,1.0,195.14224,373.24835,0.0,1.0,321.62891,458.61407,0.0,1.0,183.17439,460.84546,0.0,1.0,269.38074,419.89478,0.0,1.0,229.29987,416.50879,0.0,1.0,283.01013,484.94614,0.0,1.0,202.28725,483.85181,0.0,1.0,333.64359,514.04535,0.0,1.0,167.30215,513.08948,0.0,1.0,334.30804,628.00977,0.0,1.0,158.95551,631.45483,0.0,1.0
140,259.84668,319.71503,0.0,1.0,271.42917,311.39655,0.0,1.0,251.89325,307.32037,0.0,1.0,283.84344,317.66953,0.0,1.0,233.4659,307.97183,0.0,1.0,301.06064,362.43945,0.0,1.0,196.18674,356.4324,0.0,1.0,324.22446,438.68216,0.0,1.0,176.52473,441.56683,0.0,1.0,272.3378,408.25302,0.0,1.0,218.68166,414.05432,0.0,1.0,284.77631,472.65302,0.0,1.0,204.63028,469.96057,0.0,1.0,335.15222,515.07391,0.0,1.0,167.91084,510.46469,0.0,1.0,334.64166,627.44623,0.0,1.0,157.08752,627.27618,0.0,1.0
141,259.15588,297.9942,0.0,1.0,270.12921,289.19608,0.0,1.0,250.84271,286.07086,0.0,1.0,282.81079,295.06726,0.0,1.0,233.7267,287.6655,0.0,1.0,303.56277,341.81232,0.0,1.0,196.60588,336.33572,0.0,1.0,326.1723,419.97272,0.0,1.0,168.31657,421.43805,0.0,1.0,276.39102,396.6254,0.0,1.0,208.79326,404.68991,0.0,1.0,288.10046,457.42877,0.0,1.0,208.0002,454.81769,0.0,1.0,331.47598,513.44824,0.0,1.0,170.18739,508.51001,0.0,1.0,333.79855,627.53546,0.0,1.0,158.51674,624.97339,0.0,1.0
142,258.32233,274.94861,0.0,1.0,269.27832,266.8504,0.0,1.0,251.36586,262.96292,0.0,1.0,281.25323,273.71692,0.0,1.0,235.841,264.39941,0.0,1.0,302.69406,321.8703,0.0,1.0,197.09212,315.38657,0.0,1.0,329.70966,401.81985,0.0,1.0,168.24254,401.07837,0.0,1.0,280.87158,384.77985,0.0,1.0,207.0607,385.83847,0.0,1.0,287.49255,441.03973,0.0,1.0,208.38794,438.1192,0.0,1.0,330.76944,513.70056,0.0,1.0,171.16479,509.41232,0.0,1.0,333.44885,628.24109,0.0,1.0,158.24292,627.4447,0.0,1.0
143,258.57343,275.40628,0.0,1.0,269.47238,267.27701,0.0,1.0,251.54184,263.42722,0.0,1.0,281.38083,274.05078,0.0,1.0,235.87016,264.84164,0.0,1.0,302.67392,322.05377,0.0,1.0,197.02664,315.66721,0.0,1.0,329.64502,401.79623,0.0,1.0,167.95265,401.10834,0.0,1.0,281.55432,385.34689,0.0,1.0,207.24074,385.48312,0.0,1.0,287.24368,440.80106,0.0,1.0,208.12448,437.95303,0.0,1.0,330.79346,513.71118,0.0,1.0,171.16083,509.38437,0.0,1.0,333.29199,628.19824,0.0,1.0,157.9039,627.01172,0.0,1.0
144,257.754,249.02068,0.0,1.0,266.43286,239.91953,0.0,1.0,250.02504,237.62724,0.0,1.0,276.11896,246.32668,0.0,1.0,233.65146,240.14832,0.0,1.0,303.25443,298.52271,0.0,1.0,194.97453,294.02023,0.0,1.0,325.99588,381.02234,0.0,1.0,168.79712,384.61761,0.0,1.0,269.48898,370.496,0.0,1.0,213.54843,381.79938,0.0,1.0,291.40445,430.55569,0.0,1.0,210.11153,428.64835,0.0,1.0,328.91727,516.46191,0.0,1.0,174.10143,513.32654,0.0,1.0,336.34653,629.95905,0.0,1.0,158.19884,627.07037,0.0,1.0
145,258.7933,229.30838,0.0,1.0,268.0892,220.93512,0.0,1.0,251.70706,217.79073,0.0,1.0,277.99417,225.39171,0.0,1.0,235.16342,217.75952,0.0,1.0,298.97995,275.71005,0.0,1.0,199.02444,273.99133,0.0,1.0,326.6348,354.37961,0.0,1.0,173.27557,367.43231,0.0,1.0,315.95206,387.19803,0.0,1.0,183.22636,403.65497,0.0,1.0,285.4996,417.5531,0.0,1.0,211.26843,416.40759,0.0,1.0,325.19687,516.62115,0.0,1.0,177.12245,510.12711,0.0,1.0,335.94412,631.3891,0.0,1.0,158.08586,626.00385,0.0,1.0
146,257.24377,206.89256,0.0,1.0,268.02338,197.79616,0.0,1.0,248.72188,195.83241,0.0,1.0,281.08356,202.2596,0.0,1.0,231.08464,197.87091,0.0,1.0,298.55261,255.42258,0.0,1.0,199.99542,253.54012,0.0,1.0,333.26215,328.63821,0.0,1.0,170.65555,333.77954,0.0,1.0,334.17944,388.13397,0.0,1.0,155.72014,401.10721,0.0,1.0,279.66809,401.02536,0.0,1.0,206.17545,399.39688,0.0,1.0,321.90482,512.13397,0.0,1.0,175.84833,508.64883,0.0,1.0,344.82822,631.63666,0.0,1.0,155.55191,632.85498,0.0,1.0
147,258.29755,193.19788,0.0,1.0,268.4834,183.58167,0.0,1.0,248.77936,182.18085,0.0,1.0,280.87631,187.265,0.0,1.0,229.24294,184.14929,0.0,1.0,296.72684,242.43311,0.0,1.0,200.12679,240.01595,0.0,1.0,333.00464,318.17459,0.0,1.0,171.87344,320.48636,0.0,1.0,343.63284,387.64456,0.0,1.0,153.17926,397.67236,0.0,1.0,277.8558,391.30362,0.0,1.0,205.88174,389.75037,0.0,1.0,319.81769,511.28925,0.0,1.0,179.23164,507.84302,0.0,1.0,343.77313,633.48376,0.0,1.0,155.59827,633.78717,0.0,1.0
148,258.08212,192.94611,0.0,1.0,268.24506,183.31462,0.0,1.0,248.59444,181.93936,0.0,1.0,280.69641,186.84468,0.0,1.0,229.21487,183.79994,0.0,1.0,296.60443,241.88701,0.0,1.0,200.22972,239.53763,0.0,1.0,332.80545,317.87122,0.0,1.0,171.91959,320.28162,0.0,1.0,343.59671,387.48398,0.0,1.0,153.27832,397.49771,0.0,1.0,277.84106,390.59473,0.0,1.0,206.00398,389.08215,0.0,1.0,319.81137,511.0256,0.0,1.0,179.4017,507.66202,0.0,1.0,343.88361,633.34436,0.0,1.0,155.63445,633.73254,0.0,1.0
149,256.53918,183.07492,0.0,1.0,267.88156,173.02519,0.0,1.0,246.73016,171.14983,0.0,1.0,281.92889,175.71031,0.0,1.0,227.68384,171.45522,0.0,1.0,295.64487,232.89894,0.0,1.0,200.6125,228.93692,0.0,1.0,328.55493,313.52411,0.0,1.0,169.10585,314.11203,0.0,1.0,347.17792,385.45007,0.0,1.0,142.81496,395.64261,0.0,1.0,277.24011,386.21301,0.0,1.0,207.3636,384.11209,0.0,1.0,314.62164,509.40137,0.0,1.0,182.27284,505.2652,0.0,1.0,335.10901,633.49017,0.0,1.0,158.73074,634.67798,0.0,1.0
150,249.41,174.30771,0.0,1.0,260.81207,164.54669,0.0,1.0,240.42908,162.93112,0.0,1.0,277.07367,168.11691,0.0,1.0,225.8306,164.62367,0.0,1.0,294.31577,227.14297,0.0,1.0,202.81505,223.11446,0.0,1.0,328.12738,308.3638,0.0,1.0,169.09233,306.03061,0.0,1.0,348.22324,381.61667,0.0,1.0,140.07063,386.08243,0.0,1.0,278.18518,383.23776,0.0,1.0,211.10551,380.72736,0.0,1.0,311.18179,510.01385,0.0,1.0,185.88289,505.26065,0.0,1.0,330.55261,634.9751,0.0,1.0,161.89305,634.97009,0.0,1.0
151,250.19534,168.96585,0.0,1.0,260.68918,159.17844,0.0,1.0,240.97232,158.12024,0.0,1.0,275.27393,163.04851,0.0,1.0,225.90994,160.83298,0.0,1.0,292.79333,223.2975,0.0,1.0,203.48889,219.85852,0.0,1.0,327.48471,304.29465,0.0,1.0,169.00389,301.48529,0.0,1.0,348.14368,376.7648,0.0,1.0,139.91113,381.18185,0.0,1.0,277.81287,381.49277,0.0,1.0,212.59895,379.46896,0.0,1.0,308.11682,509.45703,0.0,1.0,188.6799,505.88913,0.0,1.0,328.53268,633.74207,0.0,1.0,164.80931,634.15723,0.0,1.0
152,250.30006,167.09744,0.0,1.0,261.18274,157.32848,0.0,1.0,241.2959,155.86246,0.0,1.0,276.25021,160.797,0.0,1.0,226.62421,157.61275,0.0,1.0,292.7124,220.63962,0.0,1.0,204.32901,216.36821,0.0,1.0,326.00757,302.07788,0.0,1.0,171.17302,298.80267,0.0,1.0,347.36746,373.68164,0.0,1.0,143.34404,377.87924,0.0,1.0,277.31558,379.83325,0.0,1.0,212.75945,377.50189,0.0,1.0,307.52811,508.92868,0.0,1.0,189.75955,504.84506,0.0,1.0,327.41367,633.91553,0.0,1.0,166.27711,633.88043,0.0,1.0
153,249.86243,166.89598,0.0,1.0,260.77182,157.10133,0.0,1.0,240.82828,155.68382,0.0,1.0,275.93478,160.63116,0.0,1.0,226.16969,157.53165,0.0,1.0,292.63818,220.50575,0.0,1.0,204.14456,216.32811,0.0,1.0,326.20743,301.98651,0.0,1.0,171.27002,298.68799,0.0,1.0,347.25455,373.27295,0.0,1.0,143.49432,377.50534,0.0,1.0,277.5954,379.56058,0.0,1.0,212.93661,377.27957,0.0,1.0,307.534,508.76343,0.0,1.0,189.45186,504.97983,0.0,1.0,327.60049,633.44867,0.0,1.0,166.02666,633.8927,0.0,1.0
154,251.09566,166.29063,0.0,1.0,261.44162,156.5507,0.0,1.0,242.02176,155.33545,0.0,1.0,275.50778,159.71402,0.0,1.0,226.9883,157.12254,0.0,1.0,290.97311,219.12529,0.0,1.0,204.73355,214.98885,0.0,1.0,324.03693,300.57739,0.0,1.0,172.72667,296.8913,0.0,1.0,344.78763,370.52704,0.0,1.0,148.24728,374.61246,0.0,1.0,275.30481,377.07761,0.0,1.0,212.07332,375.15094,0.0,1.0,306.23199,506.92386,0.0,1.0,191.49263,504.22549,0.0,1.0,326.47183,631.41309,0.0,1.0,167.27774,632.86151,0.0,1.0
155,251.31407,166.10854,0.0,1.0,261.22974,156.42056,0.0,1.0,242.47505,155.40295,0.0,1.0,274.86038,159.11125,0.0,1.0,227.96709,156.98746,0.0,1.0,290.91275,218.13577,0.0,1.0,205.71132,214.41399,0.0,1.0,323.31851,300.20554,0.0,1.0,174.11534,296.11313,0.0,1.0,342.42938,372.85693,0.0,1.0,152.6694,375.00681,0.0,1.0,275.73883,376.81964,0.0,1.0,213.23299,375.18448,0.0,1.0,305.85724,506.1369,0.0,1.0,192.53568,504.36557,0.0,1.0,325.93921,629.88324,0.0,1.0,167.55197,632.04468,0.0,1.0
156,251.50949,166.33911,0.0,1.0,261.23547,156.49733,0.0,1.0,242.48547,155.69278,0.0,1.0,274.70212,158.49886,0.0,1.0,227.79037,156.99449,0.0,1.0,291.19214,216.90958,0.0,1.0,205.76414,214.41139,0.0,1.0,321.38602,299.57465,0.0,1.0,175.41399,298.31781,0.0,1.0,336.96982,370.95474,0.0,1.0,156.82605,376.53305,0.0,1.0,276.83289,376.43127,0.0,1.0,214.14688,375.25122,0.0,1.0,306.00919,506.47534,0.0,1.0,193.49391,505.17615,0.0,1.0,324.98367,628.98145,0.0,1.0,168.44612,631.39142,0.0,1.0
157,251.59096,166.77417,0.0,1.0,261.09695,156.884,0.0,1.0,242.58739,156.19022,0.0,1.0,274.04059,158.95909,0.0,1.0,227.90698,157.84283,0.0,1.0,289.9838,217.22649,0.0,1.0,206.15524,216.21494,0.0,1.0,317.49658,299.3605,0.0,1.0,177.83333,301.36435,0.0,1.0,330.67587,369.858,0.0,1.0,160.54736,376.89569,0.0,1.0,276.61441,377.63388,0.0,1.0,214.65746,377.05249,0.0,1.0,306.94299,506.56516,0.0,1.0,194.40582,505.55673,0.0,1.0,325.91632,629.45569,0.0,1.0,169.00494,631.62854,0.0,1.0
158,251.62286,166.74469,0.0,1.0,261.14294,156.85352,0.0,1.0,242.5979,156.15836,0.0,1.0,274.09006,158.93138,0.0,1.0,227.85866,157.81239,0.0,1.0,289.99094,217.18082,0.0,1.0,206.08688,216.19273,0.0,1.0,317.4408,299.2688,0.0,1.0,177.81384,301.39911,0.0,1.0,330.55511,369.68439,0.0,1.0,160.57562,376.97308,0.0,1.0,276.60934,377.58957,0.0,1.0,214.61023,377.01987,0.0,1.0,306.93356,506.54517,0.0,1.0,194.4548,505.53876,0.0,1.0,325.82852,629.37238,0.0,1.0,169.15392,631.57837,0.0,1.0
159,251.2442,166.66919,0.0,1.0,260.76154,156.78105,0.0,1.0,242.22926,156.17999,0.0,1.0,273.82416,159.06802,0.0,1.0,227.74911,158.12051,0.0,1.0,289.52161,217.59465,0.0,1.0,206.95796,216.5453,0.0,1.0,314.85062,300.01697,0.0,1.0,181.02371,300.93506,0.0,1.0,325.46191,370.91733,0.0,1.0,166.49042,376.75287,0.0,1.0,277.07724,378.01639,0.0,1.0,215.64761,377.46783,0.0,1.0,307.13657,506.58087,0.0,1.0,194.87456,505.95905,0.0,1.0,325.86298,628.43555,0.0,1.0,169.07385,631.28784,0.0,1.0
160,251.44124,165.6947,0.0,1.0,261.20261,155.70229,0.0,1.0,242.35658,155.36934,0.0,1.0,275.0271,158.58614,0.0,1.0,227.48666,157.95099,0.0,1.0,289.42575,217.78062,0.0,1.0,207.98813,218.41072,0.0,1.0,311.19769,300.1055,0.0,1.0,182.69649,303.1792,0.0,1.0,322.53122,375.57642,0.0,1.0,169.86803,379.45541,0.0,1.0,279.13373,378.60703,0.0,1.0,218.67886,379.0733,0.0,1.0,307.12894,505.64081,0.0,1.0,195.69339,505.26785,0.0,1.0,326.04099,627.53296,0.0,1.0,173.5836,629.49451,0.0,1.0
161,251.34784,167.4785,0.0,1.0,261.15359,157.53708,0.0,1.0,242.29314,157.14047,0.0,1.0,275.01297,160.53387,0.0,1.0,227.41603,159.72617,0.0,1.0,289.39822,219.50529,0.0,1.0,208.12471,220.23,0.0,1.0,311.32666,301.83823,0.0,1.0,183.66412,305.2558,0.0,1.0,322.89313,377.74661,0.0,1.0,172.09485,381.57083,0.0,1.0,279.6593,379.29651,0.0,1.0,219.32506,379.8653,0.0,1.0,307.18219,505.75308,0.0,1.0,195.64244,505.90643,0.0,1.0,325.50934,627.05176,0.0,1.0,173.0844,629.81006,0.0,1.0
162,250.87599,167.37938,0.0,1.0,260.72287,157.39848,0.0,1.0,241.80667,157.02737,0.0,1.0,274.82669,160.29451,0.0,1.0,227.1581,159.55148,0.0,1.0,289.45734,219.35931,0.0,1.0,208.08556,219.89351,0.0,1.0,311.35403,301.97742,0.0,1.0,183.47957,304.86844,0.0,1.0,322.961,377.78381,0.0,1.0,171.92062,381.42883,0.0,1.0,279.61658,379.28299,0.0,1.0,219.24715,379.74844,0.0,1.0,307.25415,505.84067,0.0,1.0,195.86665,505.77316,0.0,1.0,325.51825,627.258,0.0,1.0,173.27264,629.77026,0.0,1.0
163,251.49982,169.22481,0.0,1.0,261.22525,159.34206,0.0,1.0,242.66689,158.81966,0.0,1.0,274.91315,161.85663,0.0,1.0,228.05609,160.77921,0.0,1.0,289.25009,220.10268,0.0,1.0,208.44304,220.77136,0.0,1.0,312.49869,302.43338,0.0,1.0,183.53375,306.50858,0.0,1.0,326.39841,377.86111,0.0,1.0,171.26697,381.90765,0.0,1.0,278.97458,379.03668,0.0,1.0,219.06834,379.57535,0.0,1.0,307.4469,505.18097,0.0,1.0,196.0679,505.21078,0.0,1.0,325.40564,626.85889,0.0,1.0,172.89319,629.54462,0.0,1.0
164,252.24042,171.32901,0.0,1.0,261.98849,161.20349,0.0,1.0,242.76756,160.79939,0.0,1.0,275.90714,163.4791,0.0,1.0,227.94252,162.95161,0.0,1.0,292.13168,222.00052,0.0,1.0,207.8483,220.55882,0.0,1.0,319.14789,305.37665,0.0,1.0,182.67273,304.75558,0.0,1.0,332.5032,378.19803,0.0,1.0,170.2292,381.60675,0.0,1.0,278.61383,379.43176,0.0,1.0,216.13692,378.69278,0.0,1.0,308.11517,506.03973,0.0,1.0,195.17177,505.474,0.0,1.0,325.7771,628.62799,0.0,1.0,168.64391,631.46759,0.0,1.0
165,252.08676,171.72826,0.0,1.0,262.1951,161.67198,0.0,1.0,242.8387,161.06177,0.0,1.0,276.68289,164.0589,0.0,1.0,228.47783,162.90341,0.0,1.0,292.72574,222.63016,0.0,1.0,208.00369,220.63586,0.0,1.0,322.65506,304.92224,0.0,1.0,181.13901,305.19168,0.0,1.0,341.29239,375.68161,0.0,1.0,166.66484,382.33142,0.0,1.0,277.91205,379.53198,0.0,1.0,215.5766,378.60666,0.0,1.0,307.03674,506.17938,0.0,1.0,195.04961,505.80249,0.0,1.0,324.67331,628.05872,0.0,1.0,169.29254,631.83746,0.0,1.0
166,251.54105,171.22426,0.0,1.0,261.61298,161.30792,0.0,1.0,242.60815,160.57253,0.0,1.0,276.25864,163.80577,0.0,1.0,228.85992,162.26584,0.0,1.0,293.40005,222.85416,0.0,1.0,207.54643,219.75928,0.0,1.0,327.05182,305.32516,0.0,1.0,178.83356,303.81161,0.0,1.0,347.78711,376.94751,0.0,1.0,163.21045,383.53992,0.0,1.0,277.19687,379.79922,0.0,1.0,214.48604,378.30734,0.0,1.0,306.75311,506.95474,0.0,1.0,194.75203,505.69318,0.0,1.0,324.86963,629.28809,0.0,1.0,169.53127,632.12457,0.0,1.0
167,251.5591,171.2637,0.0,1.0,261.67606,161.29948,0.0,1.0,242.52953,160.59065,0.0,1.0,276.37399,163.80959,0.0,1.0,228.64833,162.34154,0.0,1.0,293.37918,222.92357,0.0,1.0,207.39761,219.94563,0.0,1.0,326.72342,305.16223,0.0,1.0,178.83733,304.07108,0.0,1.0,347.66681,376.48441,0.0,1.0,163.09682,383.87704,0.0,1.0,277.19617,380.12863,0.0,1.0,214.36292,378.67807,0.0,1.0,306.87814,507.16083,0.0,1.0,194.62695,505.81598,0.0,1.0,325.14554,629.42712,0.0,1.0,169.52611,632.13232,0.0,1.0
168,251.96442,170.87997,0.0,1.0,262.15402,160.98154,0.0,1.0,243.15977,160.18097,0.0,1.0,277.02725,163.3647,0.0,1.0,229.52258,161.69667,0.0,1.0,295.715,221.56776,0.0,1.0,206.74364,219.00812,0.0,1.0,331.49234,300.99991,0.0,1.0,176.53571,302.18546,0.0,1.0,352.12579,373.74271,0.0,1.0,162.22504,383.37271,0.0,1.0,278.44089,379.71078,0.0,1.0,213.69145,378.02658,0.0,1.0,307.54245,508.7482,0.0,1.0,191.87953,505.90842,0.0,1.0,326.33902,632.72174,0.0,1.0,167.83662,632.76373,0.0,1.0
169,250.65184,171.71664,0.0,1.0,261.55008,161.98723,0.0,1.0,242.15872,160.61935,0.0,1.0,277.52853,164.1171,0.0,1.0,229.04926,160.84567,0.0,1.0,296.21307,221.36903,0.0,1.0,205.81761,216.42453,0.0,1.0,330.7699,298.8837,0.0,1.0,175.60045,296.50781,0.0,1.0,349.69604,365.97568,0.0,1.0,165.11642,376.63617,0.0,1.0,280.6022,379.58966,0.0,1.0,214.20325,377.01785,0.0,1.0,310.31253,509.41418,0.0,1.0,188.5849,506.0094,0.0,1.0,328.82431,631.92273,0.0,1.0,163.76305,633.07849,0.0,1.0
170,248.35466,176.68007,0.0,1.0,259.76108,167.1335,0.0,1.0,239.98994,165.39008,0.0,1.0,276.77725,169.29128,0.0,1.0,226.81808,165.39481,0.0,1.0,296.16284,223.45715,0.0,1.0,203.0029,222.71385,0.0,1.0,329.02512,293.32254,0.0,1.0,173.04346,301.26035,0.0,1.0,340.61865,362.0845,0.0,1.0,167.46185,372.96634,0.0,1.0,282.1398,380.58865,0.0,1.0,214.01501,379.71365,0.0,1.0,317.93329,507.39423,0.0,1.0,189.52023,503.56885,0.0,1.0,329.66263,631.11548,0.0,1.0,166.36435,629.88806,0.0,1.0
171,253.99234,181.01353,0.0,1.0,264.79297,170.99951,0.0,1.0,245.07799,169.58434,0.0,1.0,278.93872,175.37119,0.0,1.0,229.21205,171.69228,0.0,1.0,299.50568,232.40776,0.0,1.0,198.05977,231.92966,0.0,1.0,331.73636,309.99228,0.0,1.0,166.50627,319.18716,0.0,1.0,328.51047,346.43054,0.0,1.0,183.46767,359.35248,0.0,1.0,286.61282,387.31509,0.0,1.0,211.98253,387.74982,0.0,1.0,321.20517,508.4343,0.0,1.0,180.19449,509.29327,0.0,1.0,335.57394,630.47626,0.0,1.0,160.57274,633.76953,0.0,1.0
172,254.14792,180.7267,0.0,1.0,264.87662,170.64429,0.0,1.0,245.1261,169.34483,0.0,1.0,278.76434,175.19568,0.0,1.0,228.8287,171.82211,0.0,1.0,299.36502,232.38992,0.0,1.0,197.8959,232.77205,0.0,1.0,332.15152,310.92245,0.0,1.0,167.55074,321.34219,0.0,1.0,328.2168,346.20486,0.0,1.0,183.65471,358.39301,0.0,1.0,286.64862,387.10721,0.0,1.0,211.91144,387.90033,0.0,1.0,321.10275,508.54889,0.0,1.0,179.92776,510.14066,0.0,1.0,335.78296,630.70422,0.0,1.0,160.64305,634.83795,0.0,1.0
173,256.58365,194.44272,0.0,1.0,266.11139,183.91522,0.0,1.0,247.53363,182.89642,0.0,1.0,277.20062,188.23935,0.0,1.0,229.70348,185.37415,0.0,1.0,302.63651,243.73723,0.0,1.0,193.3268,243.70673,0.0,1.0,335.66171,324.198,0.0,1.0,165.67194,336.22885,0.0,1.0,292.91327,315.07642,0.0,1.0,210.26746,342.22202,0.0,1.0,290.6434,393.00552,0.0,1.0,209.37717,393.43976,0.0,1.0,323.96918,508.51352,0.0,1.0,173.69821,511.27011,0.0,1.0,337.71793,631.19086,0.0,1.0,159.28644,636.21625,0.0,1.0
174,257.26672,203.03444,0.0,1.0,267.36505,192.72792,0.0,1.0,248.85945,191.05653,0.0,1.0,278.36032,198.52388,0.0,1.0,232.0547,194.01599,0.0,1.0,304.104,254.59645,0.0,1.0,192.43066,253.8288,0.0,1.0,335.58151,339.75739,0.0,1.0,163.14378,348.32208,0.0,1.0,285.12244,319.55127,0.0,1.0,214.54716,332.57983,0.0,1.0,291.61896,400.47156,0.0,1.0,208.47369,401.09372,0.0,1.0,327.44449,508.14185,0.0,1.0,171.36214,512.22729,0.0,1.0,338.45969,631.33484,0.0,1.0,158.70439,638.50787,0.0,1.0
175,258.50244,220.85011,0.0,1.0,268.53653,210.59059,0.0,1.0,249.95821,208.8015,0.0,1.0,279.70004,215.10736,0.0,1.0,232.67352,210.42552,0.0,1.0,304.25351,269.83746,0.0,1.0,194.44659,266.80881,0.0,1.0,335.45813,359.58447,0.0,1.0,164.88867,361.70731,0.0,1.0,284.19769,331.52713,0.0,1.0,209.78743,339.54611,0.0,1.0,290.62772,408.18768,0.0,1.0,208.7207,407.72794,0.0,1.0,327.12842,509.63647,0.0,1.0,172.64819,512.94696,0.0,1.0,336.50537,629.48108,0.0,1.0,159.37927,637.42175,0.0,1.0
176,259.64438,235.57042,0.0,1.0,268.82986,226.46147,0.0,1.0,251.18765,224.13808,0.0,1.0,278.53867,234.69572,0.0,1.0,233.8705,228.82033,0.0,1.0,303.67972,289.51398,0.0,1.0,195.45932,285.97153,0.0,1.0,329.60516,368.74442,0.0,1.0,169.3228,375.91113,0.0,1.0,280.88135,343.16412,0.0,1.0,209.50502,359.93768,0.0,1.0,288.11044,425.28391,0.0,1.0,206.89566,423.79709,0.0,1.0,329.85223,514.40155,0.0,1.0,175.47762,511.81708,0.0,1.0,336.12039,629.11584,0.0,1.0,157.66864,627.67957,0.0,1.0
177,259.6983,235.37758,0.0,1.0,268.80664,226.28537,0.0,1.0,251.38675,223.92168,0.0,1.0,278.36594,234.39656,0.0,1.0,234.30782,228.42921,0.0,1.0,303.78104,289.10687,0.0,1.0,195.56776,285.53003,0.0,1.0,329.86517,368.77765,0.0,1.0,169.28339,375.93961,0.0,1.0,280.91803,342.61655,0.0,1.0,209.58142,359.12323,0.0,1.0,288.12384,425.30942,0.0,1.0,206.90031,423.79028,0.0,1.0,329.94614,514.30023,0.0,1.0,175.3159,511.65393,0.0,1.0,336.22232,629.21051,0.0,1.0,157.30627,627.72711,0.0,1.0
178,258.95557,255.01425,0.0,1.0,268.763,245.58188,0.0,1.0,250.41222,244.04408,0.0,1.0,279.03574,252.18901,0.0,1.0,233.36215,248.97333,0.0,1.0,302.25427,304.73474,0.0,1.0,196.28755,303.1579,0.0,1.0,328.84991,386.78259,0.0,1.0,172.084,389.68094,0.0,1.0,277.52173,366.68539,0.0,1.0,212.85234,378.52618,0.0,1.0,285.21902,435.45862,0.0,1.0,204.52893,435.01566,0.0,1.0,329.258,511.36609,0.0,1.0,171.6909,513.80737,0.0,1.0,342.29071,624.6286,0.0,1.0,156.5735,632.4892,0.0,1.0
179,254.71107,279.75,0.0,1.0,266.01111,270.20593,0.0,1.0,245.82814,268.21957,0.0,1.0,280.89215,276.60126,0.0,1.0,230.58997,272.18085,0.0,1.0,302.33517,327.57767,0.0,1.0,198.91708,322.61566,0.0,1.0,326.68158,410.18616,0.0,1.0,175.39253,410.18909,0.0,1.0,271.17728,373.59961,0.0,1.0,217.21533,390.11539,0.0,1.0,282.94431,443.49777,0.0,1.0,204.37457,440.96854,0.0,1.0,329.96664,512.05035,0.0,1.0,173.74493,510.29425,0.0,1.0,335.09778,624.52246,0.0,1.0,158.52066,627.97894,0.0,1.0
180,254.44099,296.48843,0.0,1.0,266.23715,286.83075,0.0,1.0,245.39717,284.6152,0.0,1.0,281.37219,292.73999,0.0,1.0,229.76804,287.84644,0.0,1.0,302.25708,341.35275,0.0,1.0,198.09383,338.64291,0.0,1.0,323.8548,425.20605,0.0,1.0,180.54378,426.92038,0.0,1.0,271.22556,386.83719,0.0,1.0,226.43054,387.41815,0.0,1.0,284.05756,457.00775,0.0,1.0,204.84142,455.76822,0.0,1.0,332.27228,511.36172,0.0,1.0,172.67834,510.7804,0.0,1.0,333.98175,624.49091,0.0,1.0,159.07904,628.32953,0.0,1.0
181,253.47621,313.10291,0.0,1.0,266.43829,304.22495,0.0,1.0,245.08636,300.7052,0.0,1.0,282.39392,312.19431,0.0,1.0,229.64041,304.08554,0.0,1.0,301.20978,360.7265,0.0,1.0,197.54846,355.65134,0.0,1.0,325.07733,441.62524,0.0,1.0,183.30997,443.52899,0.0,1.0,269.18912,401.25208,0.0,1.0,228.56245,407.71292,0.0,1.0,282.35889,470.46613,0.0,1.0,202.4985,468.14487,0.0,1.0,337.13849,511.72949,0.0,1.0,170.67723,510.33023,0.0,1.0,333.75412,625.18866,0.0,1.0,156.7755,631.95074,0.0,1.0
